Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
46,22075,99,Wiraswasta,Murah,Cepat,Sedang,Tidak,Kurang,Bensin,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Cukup,Cukup,Cukup,Sepeda
31,17109,24,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Kurang,Solar,Rendah,Kurang,Ya,Beragam,Kurang,Kurang,Cukup,Sempit,Luas,Mobil
60,9390,54,Pensiunan,Murah,Lambat,Kecil,Ya,Baik,Bensin,Sedang,Cukup,Tidak,Terbatas,Lengkap,Kurang,Kurang,Luas,Luas,Sepeda
38,27910,89,Pegawai Negeri,Mahal,Sedang,Kecil,Tidak,Baik,Gas,Rendah,Kurang,Ya,Terbatas,Lengkap,Cukup,Cukup,Sempit,Sempit,Sepeda
63,25430,9,Pegawai Negeri,Mahal,Cepat,Kecil,Ya,Baik,Solar,Sedang,Baik,Ya,Terbatas,Lengkap,Cukup,Cukup,Cukup,Cukup,Mobil Listrik
61,27360,89,Pegawai Negeri,Mahal,Sedang,Sedang,Ya,Kurang,Gas,Tinggi,Cukup,Tidak,Beragam,Cukup,Lengkap,Lengkap,Sempit,Cukup,Sepeda
63,12752,79,Pelajar/Mahasiswa,Sedang,Lambat,Kecil,Ya,Cukup,Solar,Rendah,Baik,Ya,Beragam,Kurang,Lengkap,Lengkap,Sempit,Luas,Sepeda Motor
54,22639,68,Tidak Bekerja,Mahal,Sedang,Besar,Ya,Cukup,Gas,Rendah,Baik,Tidak,Beragam,Kurang,Kurang,Lengkap,Cukup,Luas,Mobil Listrik
43,29697,84,Wiraswasta,Murah,Cepat,Kecil,Ya,Kurang,Bensin,Sedang,Kurang,Tidak,Terbatas,Kurang,Lengkap,Kurang,Luas,Luas,Sepeda
56,20470,70,Pegawai Negeri,Sedang,Lambat,Kecil,Ya,Cukup,Listrik,Sedang,Cukup,Tidak,Terbatas,Cukup,Lengkap,Kurang,Sempit,Cukup,Mobil
47,5898,60,Pegawai Negeri,Murah,Cepat,Kecil,Ya,Kurang,Bensin,Rendah,Cukup,Ya,Terbatas,Cukup,Lengkap,Kurang,Luas,Cukup,Sepeda
58,12870,31,Wiraswasta,Mahal,Sedang,Kecil,Ya,Baik,Listrik,Rendah,Baik,Ya,Beragam,Cukup,Cukup,Kurang,Sempit,Luas,Mobil Listrik
36,10656,86,Pelajar/Mahasiswa,Mahal,Sedang,Kecil,Ya,Cukup,Bensin,Tinggi,Baik,Tidak,Beragam,Lengkap,Kurang,Kurang,Cukup,Cukup,Sepeda
19,3659,14,Tidak Bekerja,Sedang,Lambat,Sedang,Tidak,Kurang,Listrik,Tinggi,Cukup,Tidak,Terbatas,Kurang,Kurang,Kurang,Cukup,Cukup,Sepeda
23,20069,27,Pensiunan,Murah,Lambat,Sedang,Ya,Cukup,Bensin,Rendah,Baik,Tidak,Beragam,Cukup,Lengkap,Lengkap,Sempit,Cukup,Sepeda
23,21653,61,Pensiunan,Murah,Sedang,Besar,Tidak,Baik,Listrik,Tinggi,Baik,Tidak,Beragam,Lengkap,Cukup,Kurang,Cukup,Luas,Mobil
44,16511,48,Tidak Bekerja,Sedang,Cepat,Kecil,Ya,Kurang,Listrik,Rendah,Cukup,Tidak,Beragam,Lengkap,Kurang,Lengkap,Luas,Sempit,Sepeda
69,19132,8,Pegawai Negeri,Mahal,Cepat,Kecil,Ya,Kurang,Bensin,Rendah,Baik,Tidak,Terbatas,Cukup,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
53,3210,18,Pegawai Negeri,Sedang,Lambat,Kecil,Ya,Kurang,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Lengkap,Lengkap,Luas,Sempit,Mobil Listrik
66,8864,42,Pegawai Negeri,Murah,Sedang,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Ya,Terbatas,Kurang,Lengkap,Cukup,Luas,Cukup,Mobil Listrik
29,22500,51,Tidak Bekerja,Mahal,Sedang,Sedang,Tidak,Kurang,Solar,Rendah,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Luas,Luas,Mobil
57,3734,16,Pelajar/Mahasiswa,Sedang,Cepat,Sedang,Ya,Baik,Bensin,Sedang,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Sempit,Sepeda Motor
37,6058,22,Tidak Bekerja,Sedang,Lambat,Sedang,Ya,Kurang,Gas,Sedang,Kurang,Tidak,Beragam,Lengkap,Kurang,Lengkap,Luas,Cukup,Mobil
68,24152,87,Wiraswasta,Murah,Lambat,Sedang,Ya,Cukup,Solar,Rendah,Kurang,Ya,Terbatas,Kurang,Lengkap,Lengkap,Cukup,Luas,Sepeda
58,2405,36,Tidak Bekerja,Mahal,Sedang,Sedang,Tidak,Baik,Solar,Sedang,Cukup,Tidak,Beragam,Cukup,Lengkap,Kurang,Luas,Luas,Mobil Listrik
34,15205,52,Tidak Bekerja,Sedang,Lambat,Kecil,Tidak,Baik,Solar,Rendah,Cukup,Tidak,Terbatas,Lengkap,Cukup,Kurang,Sempit,Luas,Sepeda
26,13065,23,Pegawai Negeri,Murah,Cepat,Besar,Ya,Baik,Listrik,Sedang,Cukup,Tidak,Terbatas,Kurang,Lengkap,Cukup,Cukup,Sempit,Mobil
27,8569,37,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Tidak,Kurang,Bensin,Sedang,Baik,Tidak,Beragam,Cukup,Lengkap,Cukup,Luas,Sempit,Mobil Listrik
23,27061,85,Pensiunan,Murah,Lambat,Kecil,Tidak,Kurang,Listrik,Rendah,Kurang,Tidak,Terbatas,Kurang,Kurang,Kurang,Cukup,Sempit,Sepeda
47,25557,77,Pensiunan,Mahal,Lambat,Sedang,Ya,Kurang,Solar,Sedang,Baik,Ya,Terbatas,Kurang,Cukup,Kurang,Sempit,Sempit,Sepeda
37,12224,69,Pegawai Negeri,Mahal,Sedang,Besar,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Terbatas,Kurang,Kurang,Lengkap,Luas,Sempit,Mobil Listrik
50,10657,10,Pensiunan,Mahal,Cepat,Sedang,Tidak,Cukup,Solar,Tinggi,Cukup,Ya,Beragam,Lengkap,Cukup,Lengkap,Sempit,Sempit,Sepeda
42,18131,18,Pegawai Negeri,Sedang,Lambat,Besar,Tidak,Baik,Listrik,Sedang,Baik,Tidak,Terbatas,Lengkap,Lengkap,Kurang,Luas,Luas,Sepeda Motor
20,5994,21,Tidak Bekerja,Sedang,Lambat,Kecil,Tidak,Baik,Listrik,Rendah,Baik,Tidak,Beragam,Lengkap,Cukup,Lengkap,Cukup,Cukup,Sepeda
20,8948,76,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Kurang,Bensin,Rendah,Kurang,Ya,Terbatas,Lengkap,Cukup,Cukup,Cukup,Cukup,Mobil Listrik
43,27614,48,Wiraswasta,Murah,Cepat,Besar,Tidak,Cukup,Solar,Tinggi,Cukup,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Luas,Sepeda
21,5261,12,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Kurang,Gas,Sedang,Baik,Tidak,Beragam,Kurang,Cukup,Kurang,Sempit,Sempit,Mobil Listrik
35,26772,23,Pelajar/Mahasiswa,Sedang,Sedang,Kecil,Ya,Kurang,Solar,Tinggi,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Luas,Luas,Sepeda
29,26353,73,Pensiunan,Sedang,Lambat,Besar,Ya,Baik,Solar,Rendah,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Luas,Luas,Mobil Listrik
21,26463,87,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Kurang,Gas,Sedang,Cukup,Ya,Beragam,Kurang,Cukup,Lengkap,Sempit,Cukup,Sepeda
19,29162,84,Wiraswasta,Murah,Lambat,Sedang,Ya,Cukup,Solar,Rendah,Cukup,Ya,Beragam,Kurang,Cukup,Kurang,Cukup,Luas,Sepeda Motor
56,3051,93,Pelajar/Mahasiswa,Murah,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Kurang,Ya,Beragam,Lengkap,Cukup,Kurang,Luas,Luas,Mobil Listrik
28,23215,17,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Kurang,Solar,Rendah,Cukup,Ya,Terbatas,Cukup,Cukup,Lengkap,Luas,Sempit,Mobil
53,7807,61,Pegawai Negeri,Sedang,Sedang,Kecil,Ya,Baik,Bensin,Rendah,Baik,Tidak,Beragam,Cukup,Lengkap,Kurang,Cukup,Sempit,Sepeda
30,2165,11,Tidak Bekerja,Mahal,Cepat,Sedang,Ya,Kurang,Solar,Rendah,Baik,Ya,Terbatas,Lengkap,Lengkap,Kurang,Sempit,Luas,Sepeda Motor
61,7108,17,Wiraswasta,Murah,Cepat,Kecil,Ya,Baik,Listrik,Rendah,Kurang,Tidak,Terbatas,Cukup,Kurang,Kurang,Sempit,Sempit,Mobil
41,5796,29,Wiraswasta,Murah,Cepat,Besar,Tidak,Baik,Listrik,Rendah,Cukup,Ya,Beragam,Cukup,Kurang,Kurang,Sempit,Sempit,Sepeda Motor
66,5249,89,Pelajar/Mahasiswa,Sedang,Lambat,Sedang,Tidak,Cukup,Gas,Tinggi,Cukup,Ya,Beragam,Lengkap,Cukup,Lengkap,Sempit,Luas,Mobil Listrik
44,4263,52,Wiraswasta,Mahal,Sedang,Kecil,Tidak,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Kurang,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
57,2992,28,Pensiunan,Sedang,Cepat,Besar,Ya,Cukup,Bensin,Tinggi,Kurang,Ya,Terbatas,Kurang,Cukup,Lengkap,Cukup,Cukup,Mobil Listrik
53,8877,72,Wiraswasta,Sedang,Cepat,Sedang,Tidak,Cukup,Bensin,Rendah,Cukup,Tidak,Terbatas,Kurang,Cukup,Kurang,Cukup,Luas,Sepeda Motor
39,25393,39,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Kurang,Gas,Tinggi,Cukup,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Sempit,Mobil
56,23551,86,Wiraswasta,Sedang,Cepat,Sedang,Ya,Baik,Bensin,Sedang,Cukup,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Cukup,Cukup,Mobil Listrik
62,29674,82,Tidak Bekerja,Murah,Lambat,Besar,Ya,Baik,Bensin,Sedang,Kurang,Ya,Beragam,Lengkap,Lengkap,Lengkap,Luas,Cukup,Sepeda
67,14145,21,Pegawai Negeri,Sedang,Lambat,Besar,Ya,Kurang,Listrik,Tinggi,Kurang,Ya,Terbatas,Lengkap,Kurang,Kurang,Cukup,Luas,Sepeda
65,29161,88,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Tidak,Cukup,Listrik,Sedang,Cukup,Tidak,Terbatas,Kurang,Cukup,Lengkap,Sempit,Luas,Mobil Listrik
31,22076,72,Pelajar/Mahasiswa,Murah,Sedang,Besar,Ya,Cukup,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Luas,Cukup,Sepeda Motor
65,11094,30,Tidak Bekerja,Mahal,Sedang,Besar,Ya,Kurang,Solar,Rendah,Kurang,Ya,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Luas,Sepeda Motor
50,8622,24,Wiraswasta,Mahal,Lambat,Besar,Tidak,Kurang,Solar,Rendah,Cukup,Ya,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Sempit,Mobil
44,25842,32,Pelajar/Mahasiswa,Murah,Lambat,Besar,Ya,Baik,Gas,Sedang,Cukup,Tidak,Beragam,Cukup,Lengkap,Kurang,Cukup,Luas,Sepeda
60,9860,12,Pensiunan,Sedang,Lambat,Sedang,Tidak,Kurang,Bensin,Tinggi,Baik,Ya,Beragam,Lengkap,Kurang,Kurang,Cukup,Sempit,Mobil
69,29614,67,Wiraswasta,Mahal,Lambat,Kecil,Ya,Baik,Listrik,Tinggi,Kurang,Ya,Terbatas,Cukup,Kurang,Lengkap,Cukup,Cukup,Mobil Listrik
43,4740,22,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Tidak,Cukup,Solar,Tinggi,Kurang,Tidak,Beragam,Lengkap,Lengkap,Cukup,Sempit,Sempit,Mobil
69,14979,49,Pegawai Negeri,Murah,Lambat,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Sempit,Sepeda
33,26121,39,Tidak Bekerja,Sedang,Lambat,Besar,Ya,Cukup,Bensin,Sedang,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Luas,Sepeda
24,26376,77,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Ya,Kurang,Bensin,Sedang,Baik,Ya,Terbatas,Lengkap,Cukup,Lengkap,Sempit,Luas,Mobil
32,15806,21,Pegawai Negeri,Mahal,Cepat,Besar,Tidak,Cukup,Gas,Rendah,Cukup,Ya,Beragam,Lengkap,Cukup,Lengkap,Cukup,Sempit,Mobil Listrik
60,8551,88,Pelajar/Mahasiswa,Murah,Cepat,Besar,Tidak,Kurang,Gas,Sedang,Kurang,Tidak,Terbatas,Cukup,Kurang,Lengkap,Luas,Sempit,Mobil
24,12122,92,Pensiunan,Mahal,Cepat,Kecil,Ya,Kurang,Bensin,Tinggi,Kurang,Tidak,Beragam,Cukup,Kurang,Cukup,Sempit,Luas,Mobil Listrik
25,14684,17,Tidak Bekerja,Sedang,Lambat,Kecil,Ya,Cukup,Listrik,Tinggi,Baik,Tidak,Beragam,Lengkap,Kurang,Kurang,Luas,Luas,Mobil
42,4618,29,Pegawai Negeri,Sedang,Sedang,Sedang,Tidak,Kurang,Gas,Tinggi,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Luas,Sempit,Sepeda Motor
29,5374,17,Pelajar/Mahasiswa,Mahal,Cepat,Kecil,Tidak,Cukup,Solar,Rendah,Cukup,Tidak,Terbatas,Kurang,Kurang,Lengkap,Sempit,Cukup,Sepeda
60,3993,69,Pelajar/Mahasiswa,Mahal,Cepat,Sedang,Ya,Kurang,Gas,Tinggi,Baik,Ya,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Luas,Mobil Listrik
40,13990,79,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Luas,Mobil Listrik
67,26847,60,Wiraswasta,Mahal,Lambat,Sedang,Tidak,Baik,Solar,Tinggi,Cukup,Ya,Terbatas,Lengkap,Lengkap,Cukup,Luas,Cukup,Mobil Listrik
28,24363,25,Tidak Bekerja,Murah,Cepat,Besar,Ya,Baik,Bensin,Sedang,Cukup,Ya,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Sempit,Mobil
26,9012,46,Pegawai Negeri,Murah,Cepat,Besar,Ya,Cukup,Solar,Rendah,Kurang,Ya,Beragam,Kurang,Kurang,Kurang,Luas,Sempit,Mobil
66,9570,74,Tidak Bekerja,Sedang,Sedang,Sedang,Ya,Cukup,Solar,Sedang,Kurang,Tidak,Terbatas,Cukup,Lengkap,Cukup,Luas,Cukup,Sepeda Motor
60,29318,29,Wiraswasta,Murah,Sedang,Sedang,Ya,Baik,Bensin,Sedang,Kurang,Ya,Beragam,Lengkap,Lengkap,Cukup,Cukup,Cukup,Mobil
41,26073,19,Wiraswasta,Sedang,Sedang,Kecil,Ya,Cukup,Gas,Sedang,Kurang,Ya,Beragam,Lengkap,Cukup,Lengkap,Sempit,Luas,Sepeda
23,14925,58,Pegawai Negeri,Murah,Lambat,Besar,Tidak,Baik,Listrik,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Cukup,Luas,Sempit,Mobil Listrik
44,28591,83,Pelajar/Mahasiswa,Mahal,Cepat,Sedang,Tidak,Kurang,Bensin,Rendah,Cukup,Tidak,Beragam,Lengkap,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
56,20292,55,Tidak Bekerja,Mahal,Lambat,Kecil,Ya,Baik,Gas,Rendah,Baik,Ya,Terbatas,Cukup,Kurang,Kurang,Luas,Sempit,Sepeda Motor
33,29421,10,Pensiunan,Mahal,Cepat,Besar,Ya,Kurang,Gas,Rendah,Kurang,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Luas,Sepeda Motor
46,20735,26,Pensiunan,Murah,Sedang,Besar,Tidak,Cukup,Solar,Rendah,Cukup,Tidak,Terbatas,Kurang,Kurang,Lengkap,Cukup,Cukup,Mobil
54,15131,72,Pensiunan,Murah,Lambat,Sedang,Ya,Kurang,Listrik,Tinggi,Kurang,Ya,Beragam,Lengkap,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
42,28530,93,Wiraswasta,Mahal,Cepat,Kecil,Ya,Baik,Gas,Tinggi,Kurang,Ya,Terbatas,Kurang,Kurang,Lengkap,Luas,Cukup,Sepeda
57,20219,49,Wiraswasta,Murah,Cepat,Besar,Ya,Cukup,Solar,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Kurang,Kurang,Luas,Cukup,Mobil
65,11684,25,Tidak Bekerja,Murah,Lambat,Besar,Tidak,Kurang,Listrik,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Kurang,Cukup,Cukup,Mobil Listrik
26,8125,53,Wiraswasta,Mahal,Cepat,Sedang,Tidak,Baik,Solar,Rendah,Cukup,Ya,Terbatas,Lengkap,Kurang,Lengkap,Sempit,Cukup,Sepeda
42,23710,40,Pensiunan,Murah,Lambat,Kecil,Ya,Cukup,Gas,Sedang,Cukup,Ya,Terbatas,Cukup,Kurang,Kurang,Cukup,Luas,Sepeda
65,11580,25,Wiraswasta,Murah,Cepat,Kecil,Ya,Kurang,Solar,Rendah,Baik,Ya,Beragam,Lengkap,Cukup,Lengkap,Luas,Luas,Mobil
53,23568,45,Pensiunan,Murah,Lambat,Besar,Tidak,Kurang,Solar,Sedang,Baik,Tidak,Beragam,Cukup,Cukup,Kurang,Cukup,Cukup,Sepeda Motor
56,23687,72,Wiraswasta,Murah,Cepat,Kecil,Tidak,Kurang,Solar,Tinggi,Kurang,Ya,Beragam,Kurang,Kurang,Cukup,Luas,Cukup,Sepeda
55,2008,5,Wiraswasta,Mahal,Cepat,Sedang,Tidak,Baik,Solar,Tinggi,Cukup,Ya,Terbatas,Kurang,Lengkap,Cukup,Cukup,Sempit,Mobil
35,4242,66,Pelajar/Mahasiswa,Sedang,Cepat,Kecil,Ya,Cukup,Listrik,Rendah,Kurang,Ya,Terbatas,Cukup,Kurang,Kurang,Sempit,Sempit,Sepeda
28,11157,56,Wiraswasta,Murah,Lambat,Kecil,Tidak,Baik,Gas,Sedang,Kurang,Ya,Beragam,Kurang,Lengkap,Lengkap,Cukup,Sempit,Sepeda
37,19122,37,Pensiunan,Mahal,Lambat,Kecil,Ya,Baik,Gas,Rendah,Baik,Ya,Terbatas,Cukup,Kurang,Cukup,Cukup,Cukup,Mobil
29,19002,30,Pensiunan,Murah,Sedang,Kecil,Ya,Cukup,Bensin,Sedang,Kurang,Ya,Beragam,Kurang,Lengkap,Cukup,Cukup,Sempit,Sepeda
44,16848,9,Pensiunan,Mahal,Lambat,Sedang,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Beragam,Lengkap,Cukup,Kurang,Sempit,Luas,Mobil
51,14991,42,Pegawai Negeri,Sedang,Sedang,Besar,Tidak,Baik,Bensin,Sedang,Cukup,Tidak,Terbatas,Cukup,Kurang,Lengkap,Luas,Sempit,Mobil
55,6562,18,Pensiunan,Mahal,Cepat,Besar,Ya,Baik,Gas,Tinggi,Baik,Ya,Terbatas,Kurang,Kurang,Kurang,Luas,Cukup,Sepeda
24,19546,22,Pensiunan,Murah,Cepat,Besar,Ya,Baik,Solar,Rendah,Kurang,Ya,Terbatas,Kurang,Kurang,Cukup,Luas,Cukup,Mobil Listrik
48,16833,14,Pensiunan,Sedang,Cepat,Sedang,Tidak,Kurang,Bensin,Rendah,Kurang,Ya,Beragam,Lengkap,Kurang,Cukup,Cukup,Cukup,Mobil
64,14546,97,Tidak Bekerja,Murah,Cepat,Kecil,Ya,Baik,Solar,Tinggi,Baik,Tidak,Beragam,Kurang,Kurang,Kurang,Luas,Cukup,Sepeda Motor
32,2824,81,Pelajar/Mahasiswa,Sedang,Sedang,Sedang,Ya,Cukup,Listrik,Sedang,Baik,Ya,Terbatas,Kurang,Kurang,Kurang,Cukup,Luas,Sepeda Motor
27,29619,19,Pegawai Negeri,Murah,Cepat,Kecil,Ya,Cukup,Gas,Sedang,Baik,Ya,Terbatas,Kurang,Kurang,Cukup,Luas,Luas,Sepeda
19,11602,17,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Tidak,Baik,Listrik,Sedang,Kurang,Ya,Beragam,Kurang,Cukup,Lengkap,Cukup,Sempit,Mobil Listrik
54,25759,69,Pensiunan,Sedang,Lambat,Kecil,Ya,Cukup,Solar,Rendah,Cukup,Ya,Beragam,Lengkap,Lengkap,Lengkap,Cukup,Cukup,Sepeda Motor
51,22400,88,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Ya,Cukup,Gas,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Lengkap,Sempit,Sempit,Mobil
49,26660,17,Tidak Bekerja,Murah,Cepat,Sedang,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Beragam,Kurang,Cukup,Lengkap,Sempit,Luas,Mobil Listrik
29,4097,5,Tidak Bekerja,Murah,Lambat,Kecil,Tidak,Cukup,Solar,Sedang,Cukup,Ya,Beragam,Kurang,Cukup,Cukup,Luas,Cukup,Sepeda
35,19716,98,Wiraswasta,Sedang,Lambat,Kecil,Tidak,Baik,Listrik,Tinggi,Baik,Ya,Terbatas,Lengkap,Cukup,Lengkap,Luas,Sempit,Mobil
32,17397,96,Wiraswasta,Mahal,Sedang,Sedang,Tidak,Cukup,Bensin,Rendah,Cukup,Ya,Terbatas,Kurang,Lengkap,Kurang,Sempit,Cukup,Sepeda Motor
59,26863,64,Pensiunan,Sedang,Cepat,Sedang,Tidak,Baik,Listrik,Rendah,Baik,Ya,Beragam,Kurang,Lengkap,Cukup,Luas,Cukup,Sepeda
62,22786,91,Wiraswasta,Sedang,Lambat,Besar,Tidak,Cukup,Gas,Rendah,Kurang,Ya,Beragam,Cukup,Lengkap,Lengkap,Cukup,Cukup,Sepeda
46,6447,57,Wiraswasta,Sedang,Lambat,Besar,Tidak,Kurang,Gas,Sedang,Cukup,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
36,2084,66,Wiraswasta,Mahal,Cepat,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Ya,Beragam,Lengkap,Lengkap,Kurang,Cukup,Cukup,Sepeda
28,14838,76,Tidak Bekerja,Sedang,Sedang,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Beragam,Kurang,Kurang,Lengkap,Cukup,Luas,Mobil Listrik
68,12657,9,Pensiunan,Mahal,Sedang,Kecil,Tidak,Cukup,Listrik,Tinggi,Cukup,Ya,Terbatas,Lengkap,Cukup,Lengkap,Luas,Cukup,Mobil Listrik
18,22318,50,Pegawai Negeri,Sedang,Lambat,Sedang,Tidak,Kurang,Listrik,Rendah,Kurang,Ya,Beragam,Kurang,Lengkap,Lengkap,Luas,Cukup,Mobil
52,19199,41,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Cukup,Solar,Sedang,Cukup,Tidak,Terbatas,Cukup,Kurang,Kurang,Sempit,Cukup,Sepeda Motor
52,18197,63,Wiraswasta,Murah,Cepat,Sedang,Tidak,Kurang,Listrik,Sedang,Kurang,Tidak,Beragam,Cukup,Lengkap,Lengkap,Cukup,Sempit,Sepeda Motor
43,16522,6,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Baik,Listrik,Sedang,Baik,Ya,Terbatas,Cukup,Cukup,Cukup,Luas,Sempit,Mobil
23,13774,98,Tidak Bekerja,Murah,Cepat,Besar,Tidak,Baik,Solar,Sedang,Kurang,Ya,Terbatas,Kurang,Cukup,Lengkap,Cukup,Luas,Mobil Listrik
44,17779,46,Wiraswasta,Murah,Cepat,Kecil,Ya,Kurang,Listrik,Tinggi,Kurang,Tidak,Beragam,Cukup,Lengkap,Kurang,Sempit,Luas,Mobil
48,20157,97,Pensiunan,Mahal,Lambat,Kecil,Tidak,Cukup,Bensin,Rendah,Cukup,Tidak,Beragam,Kurang,Kurang,Lengkap,Luas,Luas,Mobil
50,23626,71,Tidak Bekerja,Murah,Sedang,Besar,Ya,Kurang,Listrik,Tinggi,Baik,Tidak,Beragam,Cukup,Lengkap,Kurang,Cukup,Cukup,Sepeda Motor
57,23224,35,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Tidak,Cukup,Gas,Sedang,Baik,Tidak,Terbatas,Cukup,Lengkap,Kurang,Cukup,Sempit,Sepeda
66,26607,35,Pelajar/Mahasiswa,Mahal,Lambat,Besar,Tidak,Kurang,Solar,Rendah,Kurang,Tidak,Beragam,Cukup,Kurang,Cukup,Luas,Sempit,Mobil Listrik
40,5971,30,Wiraswasta,Murah,Lambat,Besar,Ya,Cukup,Solar,Sedang,Kurang,Ya,Beragam,Lengkap,Kurang,Cukup,Sempit,Sempit,Mobil Listrik
50,8368,23,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Ya,Cukup,Solar,Sedang,Baik,Tidak,Beragam,Kurang,Cukup,Lengkap,Cukup,Sempit,Mobil
45,12700,82,Tidak Bekerja,Mahal,Sedang,Sedang,Tidak,Cukup,Bensin,Sedang,Baik,Ya,Terbatas,Kurang,Lengkap,Lengkap,Sempit,Cukup,Mobil
43,23928,11,Pensiunan,Sedang,Sedang,Sedang,Ya,Cukup,Gas,Rendah,Baik,Ya,Beragam,Kurang,Kurang,Lengkap,Luas,Cukup,Mobil
39,7983,97,Pensiunan,Murah,Lambat,Sedang,Ya,Baik,Listrik,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Lengkap,Sempit,Cukup,Mobil Listrik
28,14728,86,Pegawai Negeri,Murah,Sedang,Besar,Tidak,Cukup,Listrik,Tinggi,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Luas,Cukup,Sepeda
66,23426,28,Pensiunan,Sedang,Sedang,Kecil,Tidak,Kurang,Solar,Sedang,Baik,Tidak,Beragam,Cukup,Lengkap,Lengkap,Cukup,Luas,Sepeda Motor
44,27204,10,Pelajar/Mahasiswa,Sedang,Sedang,Besar,Tidak,Kurang,Listrik,Rendah,Kurang,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Luas,Cukup,Mobil Listrik
45,7754,14,Wiraswasta,Mahal,Cepat,Besar,Tidak,Cukup,Gas,Tinggi,Baik,Tidak,Terbatas,Kurang,Kurang,Kurang,Luas,Cukup,Sepeda
20,22018,22,Wiraswasta,Mahal,Lambat,Kecil,Ya,Cukup,Listrik,Tinggi,Cukup,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Cukup,Mobil Listrik
32,25406,91,Pelajar/Mahasiswa,Mahal,Lambat,Besar,Ya,Baik,Solar,Rendah,Kurang,Tidak,Terbatas,Cukup,Lengkap,Cukup,Luas,Luas,Sepeda
