Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
95,91,Sedang,Jauh dari Rumah,Bus,89,Tinggi,Rendah,9,Baik,Baik,Sedang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
76,73,Rendah,Dekat Rumah,Bus,86,Sedang,Tinggi,12,Baik,Baik,Kurang,Sedang,Baik,Ada,Ada,Ada,Ramai,Ya,B
55,97,Sedang,Dekat Rumah,Bus,92,Rendah,Sedang,7,Baik,Kurang,Sedang,Baik,Sedang,Ada,Tidak Ada,Ada,Tenang,Ya,C
54,88,Sedang,Tidak Peduli,Mobil,69,Rendah,Tinggi,16,Sedang,Baik,Sedang,Kurang,Baik,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
65,92,Rendah,Dekat Rumah,Bus,70,Tinggi,Tinggi,14,Sedang,Kurang,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
59,85,Sedang,Dekat Rumah,Mobil,80,Sedang,Sedang,18,Kurang,Sedang,Kurang,Sedang,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,A
95,93,Sedang,Jauh dari Rumah,Bus,69,Tinggi,Rendah,2,Kurang,Sedang,Kurang,Kurang,Baik,Ada,Ada,Ada,Nyaman,Tidak,B
62,82,Sedang,Jauh dari Rumah,Mobil,73,Tinggi,Rendah,16,Kurang,Baik,Kurang,Sedang,Kurang,Ada,Tidak Ada,Ada,Tenang,Ya,C
61,76,Rendah,Tidak Peduli,Sepeda,69,Sedang,Sedang,5,Sedang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
66,72,Sedang,Dekat Rumah,Sepeda,83,Rendah,Sedang,2,Sedang,Kurang,Sedang,Sedang,Kurang,Tidak Ada,Ada,Ada,Ramai,Ya,C
97,90,Tinggi,Dekat Rumah,Sepeda,75,Sedang,Sedang,10,Kurang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
51,75,Tinggi,Jauh dari Rumah,Sepeda,71,Rendah,Sedang,8,Baik,Baik,Sedang,Sedang,Baik,Ada,Ada,Ada,Tenang,Tidak,A
93,96,Sedang,Jauh dari Rumah,Sepeda,70,Sedang,Sedang,5,Kurang,Sedang,Baik,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,C
71,84,Sedang,Tidak Peduli,Bus,67,Sedang,Sedang,11,Sedang,Sedang,Sedang,Baik,Sedang,Ada,Tidak Ada,Ada,Nyaman,Ya,B
84,94,Sedang,Tidak Peduli,Mobil,90,Tinggi,Tinggi,3,Baik,Kurang,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
57,78,Rendah,Dekat Rumah,Bus,91,Rendah,Rendah,10,Baik,Sedang,Sedang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
78,88,Sedang,Jauh dari Rumah,Sepeda,80,Rendah,Sedang,10,Baik,Baik,Sedang,Sedang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
69,75,Sedang,Dekat Rumah,Sepeda,79,Sedang,Tinggi,1,Baik,Sedang,Sedang,Kurang,Baik,Ada,Ada,Ada,Nyaman,Tidak,B
56,71,Sedang,Dekat Rumah,Sepeda,83,Sedang,Tinggi,8,Baik,Baik,Sedang,Baik,Kurang,Ada,Tidak Ada,Ada,Ramai,Ya,A
86,91,Tinggi,Tidak Peduli,Mobil,79,Rendah,Sedang,5,Sedang,Sedang,Baik,Baik,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
78,89,Rendah,Tidak Peduli,Bus,74,Sedang,Sedang,11,Baik,Sedang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
66,89,Sedang,Tidak Peduli,Bus,81,Tinggi,Sedang,10,Sedang,Sedang,Baik,Sedang,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,B
86,95,Rendah,Tidak Peduli,Bus,79,Sedang,Sedang,2,Sedang,Kurang,Baik,Baik,Sedang,Ada,Ada,Ada,Nyaman,Tidak,B
76,90,Sedang,Dekat Rumah,Mobil,82,Rendah,Tinggi,3,Kurang,Kurang,Baik,Baik,Sedang,Ada,Ada,Ada,Nyaman,Ya,C
51,82,Rendah,Jauh dari Rumah,Sepeda,66,Tinggi,Sedang,11,Baik,Baik,Sedang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,B
87,87,Rendah,Tidak Peduli,Bus,79,Tinggi,Tinggi,15,Baik,Baik,Baik,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
70,85,Tinggi,Tidak Peduli,Bus,79,Sedang,Sedang,10,Kurang,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
57,71,Sedang,Dekat Rumah,Sepeda,69,Tinggi,Sedang,5,Baik,Sedang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
99,86,Tinggi,Dekat Rumah,Sepeda,86,Tinggi,Sedang,14,Sedang,Kurang,Baik,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
87,98,Rendah,Dekat Rumah,Sepeda,73,Tinggi,Sedang,14,Kurang,Sedang,Kurang,Baik,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,C
83,84,Sedang,Tidak Peduli,Sepeda,93,Tinggi,Sedang,2,Baik,Kurang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
75,71,Rendah,Jauh dari Rumah,Sepeda,60,Sedang,Sedang,12,Kurang,Sedang,Baik,Baik,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
63,77,Tinggi,Jauh dari Rumah,Sepeda,64,Rendah,Rendah,19,Kurang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,A
84,96,Rendah,Dekat Rumah,Bus,68,Sedang,Rendah,7,Kurang,Baik,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
52,89,Rendah,Dekat Rumah,Bus,64,Rendah,Tinggi,10,Kurang,Baik,Kurang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,B
73,79,Tinggi,Jauh dari Rumah,Mobil,72,Sedang,Rendah,9,Kurang,Kurang,Baik,Sedang,Baik,Ada,Ada,Tidak Ada,Tenang,Tidak,A
89,87,Sedang,Jauh dari Rumah,Bus,61,Tinggi,Sedang,17,Kurang,Kurang,Baik,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
70,80,Tinggi,Dekat Rumah,Sepeda,81,Sedang,Sedang,14,Baik,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,C
94,85,Rendah,Jauh dari Rumah,Sepeda,65,Sedang,Sedang,10,Sedang,Sedang,Baik,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
96,76,Tinggi,Dekat Rumah,Sepeda,86,Tinggi,Rendah,19,Baik,Kurang,Baik,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
84,78,Rendah,Dekat Rumah,Mobil,79,Rendah,Sedang,10,Baik,Kurang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
64,93,Rendah,Tidak Peduli,Sepeda,60,Sedang,Sedang,11,Kurang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
77,98,Tinggi,Jauh dari Rumah,Bus,77,Sedang,Tinggi,18,Baik,Kurang,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
99,78,Sedang,Jauh dari Rumah,Mobil,71,Rendah,Tinggi,12,Sedang,Baik,Sedang,Kurang,Baik,Ada,Ada,Ada,Tenang,Tidak,B
72,88,Sedang,Tidak Peduli,Sepeda,62,Rendah,Sedang,13,Sedang,Baik,Sedang,Baik,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
53,97,Tinggi,Dekat Rumah,Sepeda,73,Rendah,Sedang,12,Baik,Baik,Sedang,Baik,Baik,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
74,73,Sedang,Tidak Peduli,Mobil,75,Rendah,Tinggi,13,Baik,Baik,Sedang,Sedang,Sedang,Ada,Tidak Ada,Ada,Tenang,Ya,B
60,84,Rendah,Jauh dari Rumah,Mobil,79,Sedang,Sedang,4,Sedang,Sedang,Sedang,Baik,Sedang,Ada,Ada,Ada,Tenang,Ya,A
72,98,Tinggi,Tidak Peduli,Mobil,66,Rendah,Sedang,14,Baik,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
87,88,Rendah,Dekat Rumah,Bus,61,Sedang,Sedang,1,Kurang,Kurang,Sedang,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
74,86,Rendah,Jauh dari Rumah,Bus,90,Sedang,Rendah,12,Kurang,Kurang,Kurang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
58,80,Tinggi,Jauh dari Rumah,Mobil,87,Rendah,Tinggi,11,Kurang,Kurang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
82,72,Tinggi,Tidak Peduli,Sepeda,69,Tinggi,Sedang,17,Baik,Sedang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
67,94,Sedang,Dekat Rumah,Mobil,90,Sedang,Tinggi,19,Kurang,Sedang,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Tidak,A
96,84,Tinggi,Dekat Rumah,Sepeda,90,Rendah,Tinggi,9,Sedang,Sedang,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,A
57,76,Tinggi,Tidak Peduli,Sepeda,60,Sedang,Tinggi,6,Baik,Baik,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
85,79,Tinggi,Tidak Peduli,Mobil,87,Rendah,Tinggi,11,Kurang,Baik,Kurang,Kurang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
58,97,Tinggi,Dekat Rumah,Bus,86,Rendah,Rendah,10,Kurang,Sedang,Baik,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
52,89,Sedang,Jauh dari Rumah,Sepeda,76,Tinggi,Sedang,3,Kurang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
64,89,Sedang,Tidak Peduli,Sepeda,77,Rendah,Tinggi,18,Sedang,Kurang,Baik,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,B
69,90,Rendah,Dekat Rumah,Mobil,71,Sedang,Tinggi,2,Kurang,Baik,Kurang,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
98,71,Rendah,Tidak Peduli,Bus,69,Sedang,Tinggi,2,Baik,Baik,Sedang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
68,90,Tinggi,Dekat Rumah,Mobil,93,Rendah,Rendah,13,Sedang,Sedang,Baik,Sedang,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
79,80,Rendah,Dekat Rumah,Mobil,67,Tinggi,Tinggi,17,Kurang,Sedang,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,C
80,77,Rendah,Tidak Peduli,Bus,79,Sedang,Sedang,1,Kurang,Baik,Baik,Baik,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,C
91,77,Tinggi,Jauh dari Rumah,Mobil,89,Tinggi,Rendah,17,Sedang,Baik,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
62,90,Rendah,Tidak Peduli,Sepeda,86,Tinggi,Sedang,19,Kurang,Kurang,Baik,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
77,74,Sedang,Dekat Rumah,Sepeda,80,Tinggi,Sedang,2,Sedang,Sedang,Sedang,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
65,77,Tinggi,Tidak Peduli,Bus,82,Tinggi,Sedang,11,Baik,Baik,Sedang,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
91,79,Rendah,Jauh dari Rumah,Sepeda,82,Rendah,Rendah,12,Baik,Kurang,Sedang,Kurang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
54,71,Tinggi,Jauh dari Rumah,Bus,93,Tinggi,Tinggi,15,Kurang,Sedang,Kurang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
87,90,Sedang,Tidak Peduli,Mobil,81,Tinggi,Sedang,18,Sedang,Kurang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
71,84,Sedang,Dekat Rumah,Mobil,79,Rendah,Tinggi,15,Kurang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,C
84,81,Sedang,Dekat Rumah,Bus,60,Rendah,Tinggi,5,Kurang,Kurang,Baik,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
88,86,Sedang,Jauh dari Rumah,Mobil,62,Rendah,Tinggi,7,Kurang,Kurang,Baik,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,C
85,94,Sedang,Jauh dari Rumah,Sepeda,79,Sedang,Tinggi,15,Sedang,Sedang,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
76,72,Rendah,Jauh dari Rumah,Bus,63,Rendah,Rendah,11,Sedang,Baik,Sedang,Kurang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,A
80,88,Tinggi,Dekat Rumah,Bus,82,Sedang,Sedang,4,Kurang,Sedang,Sedang,Kurang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Tidak,A
91,96,Tinggi,Tidak Peduli,Bus,85,Tinggi,Sedang,9,Kurang,Baik,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
56,86,Sedang,Dekat Rumah,Sepeda,64,Tinggi,Rendah,4,Baik,Sedang,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
93,79,Rendah,Tidak Peduli,Sepeda,60,Tinggi,Rendah,19,Sedang,Baik,Kurang,Kurang,Sedang,Ada,Ada,Ada,Tenang,Ya,A
90,79,Sedang,Jauh dari Rumah,Sepeda,73,Tinggi,Tinggi,1,Sedang,Baik,Sedang,Sedang,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
91,81,Sedang,Jauh dari Rumah,Sepeda,88,Rendah,Tinggi,18,Kurang,Sedang,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
96,71,Rendah,Tidak Peduli,Sepeda,91,Tinggi,Rendah,12,Baik,Baik,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Ya,C
65,95,Tinggi,Jauh dari Rumah,Mobil,81,Rendah,Rendah,9,Kurang,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
53,88,Sedang,Tidak Peduli,Bus,81,Rendah,Sedang,19,Baik,Sedang,Baik,Kurang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
55,82,Tinggi,Dekat Rumah,Bus,94,Sedang,Rendah,3,Sedang,Kurang,Baik,Kurang,Kurang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
88,82,Rendah,Dekat Rumah,Bus,67,Rendah,Rendah,7,Baik,Baik,Kurang,Baik,Kurang,Ada,Tidak Ada,Ada,Tenang,Ya,C
85,80,Sedang,Dekat Rumah,Mobil,87,Sedang,Sedang,10,Sedang,Sedang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
75,87,Rendah,Dekat Rumah,Mobil,62,Tinggi,Tinggi,5,Kurang,Sedang,Baik,Baik,Kurang,Ada,Ada,Ada,Ramai,Tidak,A
58,70,Sedang,Tidak Peduli,Sepeda,76,Tinggi,Sedang,12,Baik,Baik,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,C
87,79,Tinggi,Dekat Rumah,Sepeda,84,Rendah,Rendah,4,Kurang,Baik,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
88,93,Rendah,Dekat Rumah,Mobil,88,Tinggi,Sedang,10,Baik,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
94,71,Sedang,Dekat Rumah,Mobil,92,Tinggi,Tinggi,7,Baik,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,B
78,87,Rendah,Tidak Peduli,Sepeda,87,Tinggi,Rendah,2,Baik,Sedang,Baik,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
76,73,Tinggi,Tidak Peduli,Sepeda,87,Tinggi,Sedang,3,Baik,Kurang,Kurang,Sedang,Sedang,Ada,Tidak Ada,Ada,Ramai,Ya,B
89,81,Rendah,Jauh dari Rumah,Sepeda,87,Tinggi,Tinggi,19,Baik,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
66,70,Tinggi,Jauh dari Rumah,Sepeda,87,Tinggi,Rendah,3,Baik,Sedang,Kurang,Baik,Sedang,Ada,Ada,Ada,Nyaman,Tidak,C
55,91,Tinggi,Dekat Rumah,Mobil,71,Rendah,Sedang,12,Kurang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
50,73,Tinggi,Jauh dari Rumah,Mobil,64,Rendah,Rendah,9,Sedang,Sedang,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
95,74,Tinggi,Jauh dari Rumah,Sepeda,77,Tinggi,Sedang,3,Kurang,Kurang,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,A
79,74,Tinggi,Jauh dari Rumah,Sepeda,65,Rendah,Tinggi,15,Baik,Sedang,Baik,Sedang,Kurang,Ada,Ada,Ada,Nyaman,Tidak,C
78,98,Tinggi,Tidak Peduli,Bus,86,Tinggi,Rendah,18,Sedang,Kurang,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
57,71,Sedang,Tidak Peduli,Bus,65,Rendah,Sedang,4,Kurang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Ada,Tenang,Ya,B
60,78,Sedang,Dekat Rumah,Mobil,61,Rendah,Rendah,11,Kurang,Sedang,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Nyaman,Ya,B
64,83,Rendah,Tidak Peduli,Mobil,62,Tinggi,Tinggi,1,Baik,Baik,Kurang,Sedang,Sedang,Ada,Ada,Tidak Ada,Ramai,Ya,A
59,86,Tinggi,Dekat Rumah,Sepeda,61,Rendah,Sedang,12,Sedang,Sedang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
73,78,Rendah,Jauh dari Rumah,Mobil,63,Tinggi,Rendah,3,Sedang,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
96,77,Sedang,Dekat Rumah,Sepeda,67,Tinggi,Tinggi,5,Sedang,Sedang,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
81,70,Sedang,Tidak Peduli,Bus,77,Tinggi,Rendah,17,Kurang,Kurang,Kurang,Baik,Baik,Tidak Ada,Ada,Ada,Tenang,Tidak,A
61,95,Tinggi,Dekat Rumah,Bus,63,Sedang,Rendah,17,Baik,Sedang,Sedang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
99,91,Rendah,Jauh dari Rumah,Mobil,90,Sedang,Sedang,18,Kurang,Sedang,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tenang,Ya,C
92,99,Rendah,Jauh dari Rumah,Mobil,74,Rendah,Tinggi,4,Baik,Baik,Baik,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,C
98,75,Sedang,Jauh dari Rumah,Bus,91,Sedang,Tinggi,14,Kurang,Kurang,Baik,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
61,93,Tinggi,Dekat Rumah,Sepeda,74,Sedang,Sedang,9,Baik,Kurang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,A
56,72,Sedang,Tidak Peduli,Mobil,79,Sedang,Sedang,5,Baik,Sedang,Baik,Sedang,Baik,Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
92,75,Tinggi,Tidak Peduli,Sepeda,81,Rendah,Rendah,10,Kurang,Kurang,Kurang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,B
55,83,Tinggi,Dekat Rumah,Sepeda,92,Sedang,Sedang,5,Baik,Sedang,Kurang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,B
60,76,Rendah,Dekat Rumah,Bus,69,Rendah,Sedang,6,Kurang,Sedang,Kurang,Sedang,Baik,Ada,Ada,Ada,Ramai,Ya,B
95,85,Tinggi,Dekat Rumah,Mobil,66,Rendah,Rendah,16,Baik,Kurang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
59,71,Tinggi,Dekat Rumah,Mobil,67,Tinggi,Tinggi,12,Sedang,Baik,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
58,86,Tinggi,Tidak Peduli,Sepeda,89,Rendah,Tinggi,11,Baik,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
91,76,Sedang,Jauh dari Rumah,Sepeda,76,Sedang,Sedang,9,Baik,Sedang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
77,95,Rendah,Jauh dari Rumah,Bus,66,Rendah,Rendah,14,Sedang,Baik,Kurang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,A
85,92,Sedang,Jauh dari Rumah,Bus,71,Tinggi,Rendah,9,Sedang,Baik,Sedang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
83,95,Tinggi,Dekat Rumah,Mobil,82,Tinggi,Rendah,5,Sedang,Baik,Sedang,Baik,Sedang,Tidak Ada,Ada,Ada,Tenang,Ya,B
51,73,Rendah,Dekat Rumah,Sepeda,85,Sedang,Rendah,7,Baik,Kurang,Sedang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
93,79,Tinggi,Tidak Peduli,Sepeda,69,Rendah,Tinggi,6,Kurang,Sedang,Kurang,Kurang,Baik,Ada,Ada,Ada,Nyaman,Ya,A
64,87,Tinggi,Jauh dari Rumah,Mobil,67,Tinggi,Rendah,16,Baik,Baik,Kurang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,B
76,74,Sedang,Tidak Peduli,Mobil,70,Sedang,Rendah,9,Kurang,Kurang,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,A
96,99,Sedang,Jauh dari Rumah,Sepeda,61,Sedang,Sedang,11,Sedang,Kurang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Tenang,Ya,C
98,88,Rendah,Jauh dari Rumah,Bus,76,Rendah,Tinggi,10,Kurang,Kurang,Sedang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Ya,B
58,81,Tinggi,Jauh dari Rumah,Mobil,67,Tinggi,Rendah,3,Sedang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
61,96,Rendah,Jauh dari Rumah,Mobil,82,Rendah,Tinggi,5,Sedang,Kurang,Baik,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,B
61,74,Rendah,Tidak Peduli,Sepeda,92,Rendah,Sedang,14,Kurang,Baik,Baik,Sedang,Baik,Ada,Tidak Ada,Ada,Nyaman,Ya,B
86,79,Rendah,Dekat Rumah,Bus,85,Sedang,Sedang,18,Baik,Baik,Kurang,Sedang,Kurang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,B
81,76,Sedang,Dekat Rumah,Mobil,79,Rendah,Rendah,12,Baik,Kurang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,A
50,89,Sedang,Jauh dari Rumah,Mobil,80,Sedang,Rendah,15,Sedang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tenang,Tidak,C
81,73,Tinggi,Jauh dari Rumah,Sepeda,90,Rendah,Rendah,14,Kurang,Baik,Kurang,Kurang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
96,77,Rendah,Tidak Peduli,Mobil,87,Rendah,Rendah,5,Sedang,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
91,91,Sedang,Jauh dari Rumah,Sepeda,62,Rendah,Sedang,13,Kurang,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,C
60,96,Rendah,Jauh dari Rumah,Mobil,87,Sedang,Rendah,5,Sedang,Sedang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,B
75,83,Sedang,Tidak Peduli,Bus,69,Tinggi,Sedang,17,Baik,Sedang,Kurang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
83,92,Tinggi,Dekat Rumah,Sepeda,92,Rendah,Tinggi,8,Kurang,Baik,Baik,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,A
81,76,Tinggi,Jauh dari Rumah,Sepeda,70,Sedang,Sedang,9,Kurang,Baik,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
79,87,Sedang,Jauh dari Rumah,Sepeda,64,Tinggi,Tinggi,8,Kurang,Kurang,Kurang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
